descript,cTimeStamp,userId,postId
Iis servire qui vel utrisque litteris uti velint vel,2014-10-21 05:13:01,5,143
Se indicaverunt Quodsi qui satis sibi contra hominum conscientiam,2007-08-09 06:36:25,10,255
Nec quid eventurum sit provident ob eamque causam propter voluptatem,1999-06-26 08:12:15,8,297
Quem ad modum sit affectus eum necesse,2010-09-16 04:42:00,9,307
Cum eas voluptates quae ad amicos pertinerent negarent,2013-04-12 09:36:41,12,334
Desideraret quia quod dolore caret id in hominum,2010-09-02 01:55:32,7,321
Sunt sic inprobitas si cuius in mente consedit,2009-07-27 09:04:39,7,541
Qui se plane Graecum dici velit ut a Scaevola est praetore salutatus,2008-08-12 05:37:45,9,572
Et adhaesiones atomorum inter se ex quo efficeretur mundus omnesque,1996-02-09 08:57:08,14,2
Ut succumbere doloribus eosque humili animo inbecilloque ferre miserum est,2010-10-19 10:06:24,10,222
Omnes atomi declinabunt nullae umquam cohaerescent sive aliae declinabunt aliae suo nutu recte ferentur,2016-04-09 07:49:53,14,412
In oculis quidem exercitus -- Quid ex eo perciperet corpore,1995-11-11 02:00:43,15,496
Et firmitatem animi nec mortem nec dolorem timentis quod mors sensu,2018-08-10 05:07:04,13,564
Inimicus paene nomini Romano est qui Ennii Medeam aut Antiopam Pacuvii,2013-05-02 10:13:42,13,167
Contumeliae tum iracundiae contentiones concertationesque in disputando pertinaces indignae,2015-04-15 09:35:46,6,504
Nihil sane -- 'At si voluptas esset bonum desideraret,2003-08-16 10:26:45,12,611
Ei responsum cum C Triarius in,2019-01-23 07:01:10,6,197
Iucunde Neque enim civitas in seditione beata esse,2023-08-03 08:11:04,15,597
Tu quidem oderis ut fere faciunt qui ab eo dissentiunt sed certe,2007-11-16 12:17:18,10,579
Vel eum iure reprehenderit qui in una virtute,1991-04-15 09:27:25,8,100
Malum dolorem idque instituit docere sic Omne animal simul atque,2007-04-15 12:44:10,10,9
Flagitem Re mihi non aeque satisfacit et quidem locis pluribus,2009-04-03 10:37:31,10,582
Philosophia defensa et collaudata est cum esset accusata,2006-08-26 07:34:43,8,492
Enim cupiditates a natura proficiscuntur facile explentur sine ulla iniuria quae autem,2003-09-07 01:21:08,12,507
Sine metu degendae praesidia firmissima -- Filium morte multavit -- Si sine causa nollem,2006-10-07 12:39:36,6,23
Exultat oratio reperire exitum potest nisi derigatur ad voluptatem voluptas autem est,2000-02-17 07:52:15,6,238
Ille quidem utrumque Phaedrum autem etiam,1991-02-04 04:13:08,9,452
Ut cognoscerem quoniam mihi ea facultas ut id apte,1992-09-12 07:40:02,14,477
Provincias atomis dare quae recte quae oblique ferantur deinde eadem illa,2010-12-13 09:36:28,13,2
Epicuri sententiae satis notae sunt Atque eos quos nominavi cum Attico nostro frequenter,2020-01-04 04:21:29,11,399
Earum explicatis et ut dixi ad lineam,1992-07-24 11:51:55,6,341
Apud se dicere iuberet reque ex utraque parte audita pronuntiaret eum non talem,2010-06-10 07:32:54,9,114
Sequatur si illa mala sint laetitia si bona O praeclaram beate vivendi et,1992-08-10 05:45:25,12,243
A natura ipsa iudicari Ea quid percipit aut quid,2004-02-15 08:49:47,8,146
Delectamur cum scribimus quis est tam invidus,2017-11-03 04:43:11,12,85
Corpore voluptatem aut cum Latinis tertio consulatu conflixisse,1998-09-25 01:30:07,14,601
Ipsius artis sed bonae valetudinis causa probamus et gubernatoris ars,2016-04-15 09:42:46,9,197
Iucundo motu voluptatis Sin autem summa voluptas,1990-06-03 02:06:05,15,229
Malint modo legant illa ipsa ne simulent et,2004-05-16 02:59:49,14,366
Autem usus progrediens familiaritatem effecerit tum amorem efflorescere tantum ut,1999-11-20 02:27:01,12,26
Non inopem ut vulgo putarent sed locupletiorem etiam esse quam vacare omni dolore,2015-11-06 04:33:33,12,179
Loqueretur intellegere quid diceret Aliena dixit in physicis nec ea,2014-03-21 11:56:49,5,390
Sunt qua ante quam nati et ad eos,2013-02-18 12:29:32,11,386
Utrumque Phaedrum autem etiam amatoriis levitatibus dediti,2014-04-07 06:33:08,9,466
Divina illa ingenia transferrem Sed id,2016-03-26 11:47:44,14,467
Et pariter dolemus angoribus Quocirca eodem modo sapiens erit,2007-10-19 09:27:56,13,454
Servire qui vel utrisque litteris uti velint vel si suas habent,2018-01-26 04:25:25,7,435
Ratione et via procedat oratio Quaerimus igitur quid sit extremum et ultimum bonorum,2023-09-17 10:23:06,6,374
Et ortum esse e corpore et ad corpus referri,2000-10-14 10:54:59,5,4
Ponatur sed sine hoc institutionem omnino,2003-06-27 09:27:09,12,494
Ne simulent et iis servire qui vel,2023-01-25 11:15:00,10,485
Laetamur iis quae recordamur Stulti autem malorum memoria,2009-01-27 01:00:51,6,270
Videtur expediunt Ut enim ad minim veniam quis nostrud exercitation ullamco,2002-04-11 11:54:22,8,165
Quae plerisque notissima est Quam a nobis sic intelleges eitam ut,1997-09-06 07:09:19,10,595
Desideret Tum vero si stabilem scientiam rerum tenebimus servata illa,1990-09-08 12:33:49,10,260
Numen horreat nec praeteritas voluptates effluere patiatur earumque assidua recordatione laetetur,2019-05-26 08:35:46,11,534
Hominum ac primorum signiferumque maluisti dici Graece ergo praetor Athenis id,2001-06-15 02:17:16,15,408
Non placuit Epicuro medium esse quiddam inter dolorem,2018-12-23 02:36:42,9,351
Nec medium nec ultimum nec extremum sit ita ferri ut,2005-06-23 09:57:52,8,128
Rerum facilis est et ad usus civium non inutile nosque,2015-04-22 02:14:53,8,400
Principio sed ex aeterno tempore intellegi convenire Epicurus autem in quibus,1994-04-11 03:18:41,9,155
Nisi nescio quam illam umbram quod appellant honestum non,1995-12-22 11:11:15,13,100
Faciam interdictum puto Locos quidem quosdam si videbitur transferam et maxime ab iis quos modo,2004-07-06 10:12:35,9,114
Doloribus torqueantur sapientia est adhibenda quae et splendide dicta,1995-08-18 03:00:26,10,366
Albucius hinc inimicus Sed iure Mucius Ego autem mirari satis non,1991-01-26 04:50:47,14,138
Libris quaeritur qui sit finis quid,2023-08-10 02:34:42,13,292
Plurimum afferat Nam diligi et carum esse iucundum,2013-11-25 03:12:51,11,133
Tantum enim esse censet quantus videtur,2000-08-13 09:22:30,12,399
Malum est vivere cum dolore,2019-11-19 05:27:20,10,478
De finibus bonorum et malorum fere a,2002-08-21 11:56:35,7,160
Nihil afferrent quo iucundius id est voluptatem et dolorem,2015-12-16 09:07:34,10,131
Morbis impediri necesse est Animi autem morbi sunt cupiditates,1994-03-26 10:18:41,13,197
Voluptatibus nullo dolore nec impediente nec inpendente quem tandem,2018-04-10 05:33:28,11,452
Ferrentur et ut dixi ad lineam numquam fore ut,2011-07-06 01:00:02,7,338
Iudicium retinent ne voluptate victi faciant id quod propositum,1991-08-12 09:33:19,9,564
Et urbane Stoicos irridente statua est in eo quod,2003-06-19 06:01:21,6,498
Non inviti legant Quis enim tam,2016-01-08 08:18:49,6,306
Contra metum religionis et sedatio animi omnium rerum occultarum ignoratione sublata et moderatio,2006-10-17 04:20:22,14,297
Quidem video esse a nostris de amicitia dicenda sunt Praeclare,2007-09-27 07:32:57,14,422
Beatus Multoque hoc melius nos veriusque quam Stoici,2003-11-18 02:51:38,12,505
Est nihil desiderare manum cum ita esset affecta secundum non recte si,1992-07-05 02:15:04,11,515
Meis civibus si ad eorum cognitionem divina illa ingenia,2020-12-01 05:48:07,13,162
Vindicet et ipsius fortunae modice ferre doceat iniurias,2001-11-12 11:44:39,9,403
Sunt illius scripta leviora ut urbanitas summa appareat doctrina mediocris Ego,2005-03-12 03:30:12,15,440
Epicuri sententia de voluptate a meque ei responsum,2014-11-22 12:06:08,14,538
Etiam oportet in eo quod semel admissum coerceri reprimique,2002-12-14 08:54:31,6,516
Iis servire qui vel utrisque litteris uti velint vel,2000-11-07 06:09:43,11,411
Se indicaverunt Quodsi qui satis sibi contra hominum conscientiam,1995-03-27 12:12:27,9,4
Nec quid eventurum sit provident ob eamque causam propter voluptatem,2006-07-11 03:58:48,7,110
Quem ad modum sit affectus eum necesse,1997-10-16 02:00:00,13,344
Cum eas voluptates quae ad amicos pertinerent negarent,2007-07-09 05:23:19,7,552
Desideraret quia quod dolore caret id in hominum,2021-02-02 02:44:24,13,401
Sunt sic inprobitas si cuius in mente consedit,2012-05-20 08:17:41,9,478
Qui se plane Graecum dici velit ut a Scaevola est praetore salutatus,2021-06-27 08:47:56,5,232
Et adhaesiones atomorum inter se ex quo efficeretur mundus omnesque,2019-02-22 03:12:35,6,421
Ut succumbere doloribus eosque humili animo inbecilloque ferre miserum est,1999-08-27 12:40:32,9,157
Omnes atomi declinabunt nullae umquam cohaerescent sive aliae declinabunt aliae suo nutu recte ferentur,2015-09-11 12:03:58,11,413
In oculis quidem exercitus -- Quid ex eo perciperet corpore,1998-06-12 07:23:17,10,390
Et firmitatem animi nec mortem nec dolorem timentis quod mors sensu,2010-02-22 12:30:44,10,327
Inimicus paene nomini Romano est qui Ennii Medeam aut Antiopam Pacuvii,2010-03-26 06:23:27,15,85
Contumeliae tum iracundiae contentiones concertationesque in disputando pertinaces indignae,2007-02-22 11:28:12,10,95
Nihil sane -- 'At si voluptas esset bonum desideraret,2012-06-06 11:29:56,7,59
Ei responsum cum C Triarius in,1994-10-17 05:53:16,7,71
Iucunde Neque enim civitas in seditione beata esse,1990-10-19 09:07:14,7,224
Tu quidem oderis ut fere faciunt qui ab eo dissentiunt sed certe,2012-08-27 02:13:37,11,438
Vel eum iure reprehenderit qui in una virtute,2021-03-22 07:07:24,14,451
Malum dolorem idque instituit docere sic Omne animal simul atque,2005-05-19 06:28:21,11,238
Flagitem Re mihi non aeque satisfacit et quidem locis pluribus,1995-03-11 10:50:09,10,45
Philosophia defensa et collaudata est cum esset accusata,2000-11-05 10:23:55,5,524
Enim cupiditates a natura proficiscuntur facile explentur sine ulla iniuria quae autem,1995-11-09 04:22:17,11,255
Sine metu degendae praesidia firmissima -- Filium morte multavit -- Si sine causa nollem,1995-04-13 08:03:33,5,23
Exultat oratio reperire exitum potest nisi derigatur ad voluptatem voluptas autem est,1998-12-14 08:33:26,6,93
Ille quidem utrumque Phaedrum autem etiam,2023-02-25 02:58:45,6,163
Ut cognoscerem quoniam mihi ea facultas ut id apte,2010-02-18 01:07:35,12,144
Provincias atomis dare quae recte quae oblique ferantur deinde eadem illa,2021-09-25 07:47:56,9,450
Epicuri sententiae satis notae sunt Atque eos quos nominavi cum Attico nostro frequenter,2023-07-01 10:39:54,8,404
Earum explicatis et ut dixi ad lineam,2009-01-08 07:31:04,12,169
Apud se dicere iuberet reque ex utraque parte audita pronuntiaret eum non talem,1999-03-17 04:15:19,8,565
Sequatur si illa mala sint laetitia si bona O praeclaram beate vivendi et,1992-08-19 11:23:27,13,169
A natura ipsa iudicari Ea quid percipit aut quid,1996-01-08 03:05:09,5,270
Delectamur cum scribimus quis est tam invidus,2021-11-08 07:29:47,13,81
Corpore voluptatem aut cum Latinis tertio consulatu conflixisse,1999-06-12 05:47:30,15,106
Ipsius artis sed bonae valetudinis causa probamus et gubernatoris ars,2018-10-07 07:39:18,9,521
Iucundo motu voluptatis Sin autem summa voluptas,1991-08-17 11:48:30,7,571
Malint modo legant illa ipsa ne simulent et,2017-06-17 08:07:38,5,159
Autem usus progrediens familiaritatem effecerit tum amorem efflorescere tantum ut,2022-12-22 03:33:10,15,29
Non inopem ut vulgo putarent sed locupletiorem etiam esse quam vacare omni dolore,2004-11-25 08:59:26,7,555
Loqueretur intellegere quid diceret Aliena dixit in physicis nec ea,2002-01-04 05:48:11,5,333
Sunt qua ante quam nati et ad eos,2015-11-24 09:24:02,11,64
Utrumque Phaedrum autem etiam amatoriis levitatibus dediti,1994-02-12 06:43:20,14,222
Divina illa ingenia transferrem Sed id,2005-10-22 05:21:40,7,48
Et pariter dolemus angoribus Quocirca eodem modo sapiens erit,2022-12-07 03:55:45,9,603
Servire qui vel utrisque litteris uti velint vel si suas habent,1997-02-24 02:01:13,7,320
Ratione et via procedat oratio Quaerimus igitur quid sit extremum et ultimum bonorum,2018-07-03 07:02:54,9,32
Et ortum esse e corpore et ad corpus referri,2001-05-13 02:02:22,6,189
Ponatur sed sine hoc institutionem omnino,2012-06-12 06:46:59,14,607
Ne simulent et iis servire qui vel,2005-12-15 07:40:54,12,346
Laetamur iis quae recordamur Stulti autem malorum memoria,2009-09-16 02:03:13,9,579
Videtur expediunt Ut enim ad minim veniam quis nostrud exercitation ullamco,2001-08-25 08:37:37,13,135
Quae plerisque notissima est Quam a nobis sic intelleges eitam ut,2006-09-02 12:21:51,8,301
Desideret Tum vero si stabilem scientiam rerum tenebimus servata illa,2002-01-08 08:47:45,11,436
Numen horreat nec praeteritas voluptates effluere patiatur earumque assidua recordatione laetetur,1998-02-17 07:35:48,13,266
Hominum ac primorum signiferumque maluisti dici Graece ergo praetor Athenis id,2023-09-22 11:44:57,9,475
Non placuit Epicuro medium esse quiddam inter dolorem,1995-02-13 03:35:07,10,358
Nec medium nec ultimum nec extremum sit ita ferri ut,2018-08-13 11:11:02,8,517
Rerum facilis est et ad usus civium non inutile nosque,2018-02-18 08:12:04,10,302
Principio sed ex aeterno tempore intellegi convenire Epicurus autem in quibus,1990-04-07 10:53:17,7,279
Nisi nescio quam illam umbram quod appellant honestum non,2008-03-01 11:28:03,12,109
Faciam interdictum puto Locos quidem quosdam si videbitur transferam et maxime ab iis quos modo,2007-11-15 06:37:49,5,208
Doloribus torqueantur sapientia est adhibenda quae et splendide dicta,2021-01-06 09:24:10,9,588
Albucius hinc inimicus Sed iure Mucius Ego autem mirari satis non,2018-03-17 02:55:29,12,496
Libris quaeritur qui sit finis quid,1993-08-22 04:25:32,9,605
Plurimum afferat Nam diligi et carum esse iucundum,1998-04-23 03:02:24,8,557
Tantum enim esse censet quantus videtur,2015-01-04 12:04:08,9,111
Malum est vivere cum dolore,2004-03-14 05:55:35,14,251
De finibus bonorum et malorum fere a,2022-08-24 11:20:10,7,382
Nihil afferrent quo iucundius id est voluptatem et dolorem,2021-12-18 02:22:32,13,296
Morbis impediri necesse est Animi autem morbi sunt cupiditates,2002-10-12 12:26:50,9,608
Voluptatibus nullo dolore nec impediente nec inpendente quem tandem,2007-10-15 01:50:14,8,432
Ferrentur et ut dixi ad lineam numquam fore ut,2012-06-20 05:11:32,9,563
Iudicium retinent ne voluptate victi faciant id quod propositum,2020-05-12 06:25:15,9,132
Et urbane Stoicos irridente statua est in eo quod,2007-06-15 08:15:54,10,265
Non inviti legant Quis enim tam,2007-01-07 09:38:55,15,235
Contra metum religionis et sedatio animi omnium rerum occultarum ignoratione sublata et moderatio,2019-11-01 03:15:24,9,165
Quidem video esse a nostris de amicitia dicenda sunt Praeclare,2010-02-15 02:38:41,13,55
Beatus Multoque hoc melius nos veriusque quam Stoici,2012-05-26 04:43:18,7,550
Est nihil desiderare manum cum ita esset affecta secundum non recte si,2000-09-14 10:18:42,14,470
Meis civibus si ad eorum cognitionem divina illa ingenia,1999-11-06 01:29:13,7,326
Vindicet et ipsius fortunae modice ferre doceat iniurias,2014-11-26 09:23:19,9,87
Sunt illius scripta leviora ut urbanitas summa appareat doctrina mediocris Ego,2018-01-05 02:04:23,5,226
Epicuri sententia de voluptate a meque ei responsum,2021-04-02 03:50:15,11,342
Etiam oportet in eo quod semel admissum coerceri reprimique,2011-07-20 10:47:04,7,464
Iis servire qui vel utrisque litteris uti velint vel,1995-11-03 06:48:10,13,541
Se indicaverunt Quodsi qui satis sibi contra hominum conscientiam,2014-10-21 10:11:45,14,321
Nec quid eventurum sit provident ob eamque causam propter voluptatem,2011-08-23 09:10:47,14,264
Quem ad modum sit affectus eum necesse,1990-07-08 03:52:20,14,349
Cum eas voluptates quae ad amicos pertinerent negarent,2005-07-24 07:27:58,13,583
Desideraret quia quod dolore caret id in hominum,2008-12-07 11:53:44,9,457
Sunt sic inprobitas si cuius in mente consedit,1995-08-04 08:34:48,9,402
Qui se plane Graecum dici velit ut a Scaevola est praetore salutatus,2011-10-07 08:25:11,13,68
Et adhaesiones atomorum inter se ex quo efficeretur mundus omnesque,1995-11-18 11:39:25,13,17
Ut succumbere doloribus eosque humili animo inbecilloque ferre miserum est,2007-11-03 08:08:16,8,399
Omnes atomi declinabunt nullae umquam cohaerescent sive aliae declinabunt aliae suo nutu recte ferentur,2023-03-23 04:06:37,12,559
In oculis quidem exercitus -- Quid ex eo perciperet corpore,2007-07-15 10:03:16,8,2
Et firmitatem animi nec mortem nec dolorem timentis quod mors sensu,2021-09-23 04:21:54,6,276
Inimicus paene nomini Romano est qui Ennii Medeam aut Antiopam Pacuvii,2014-10-10 04:47:17,12,606
Contumeliae tum iracundiae contentiones concertationesque in disputando pertinaces indignae,1997-07-10 01:28:17,14,579
Nihil sane -- 'At si voluptas esset bonum desideraret,2019-10-13 08:30:14,12,566
Ei responsum cum C Triarius in,2015-04-17 04:34:11,10,345
Iucunde Neque enim civitas in seditione beata esse,2006-01-10 02:32:38,11,200
Tu quidem oderis ut fere faciunt qui ab eo dissentiunt sed certe,2023-06-17 02:48:28,13,564
Vel eum iure reprehenderit qui in una virtute,2022-10-22 12:49:55,7,483
Malum dolorem idque instituit docere sic Omne animal simul atque,2018-02-14 06:50:37,13,321
Flagitem Re mihi non aeque satisfacit et quidem locis pluribus,2010-09-23 11:30:24,14,106
